image,label,path,fold,preds
Jump/142_run7.png,0,../input/subway-run-2/Jump/142_run7.png,0,0
Jump/143_run101.png,0,../input/subway-run-2/Jump/143_run101.png,0,0
Jump/143_run7.png,0,../input/subway-run-2/Jump/143_run7.png,0,4
Jump/146_run101.png,0,../input/subway-run-2/Jump/146_run101.png,0,0
Jump/146_run7.png,0,../input/subway-run-2/Jump/146_run7.png,0,0
Jump/148_run6.png,0,../input/subway-run-2/Jump/148_run6.png,0,0
Jump/149_run6.png,0,../input/subway-run-2/Jump/149_run6.png,0,0
Jump/149_run7.png,0,../input/subway-run-2/Jump/149_run7.png,0,0
Jump/14_run6.png,0,../input/subway-run-2/Jump/14_run6.png,0,4
Jump/151_run6.png,0,../input/subway-run-2/Jump/151_run6.png,0,0
Jump/152_run6.png,0,../input/subway-run-2/Jump/152_run6.png,0,0
Jump/153_run7.png,0,../input/subway-run-2/Jump/153_run7.png,0,0
Jump/156_run6.png,0,../input/subway-run-2/Jump/156_run6.png,0,4
Jump/156_run7.png,0,../input/subway-run-2/Jump/156_run7.png,0,0
Jump/157_run101.png,0,../input/subway-run-2/Jump/157_run101.png,0,0
Jump/157_run6.png,0,../input/subway-run-2/Jump/157_run6.png,0,4
Jump/158_run101.png,0,../input/subway-run-2/Jump/158_run101.png,0,0
Jump/158_run6.png,0,../input/subway-run-2/Jump/158_run6.png,0,0
Jump/15_run6.png,0,../input/subway-run-2/Jump/15_run6.png,0,4
Jump/161_run101.png,0,../input/subway-run-2/Jump/161_run101.png,0,0
Jump/162_run6.png,0,../input/subway-run-2/Jump/162_run6.png,0,0
Jump/164_run101.png,0,../input/subway-run-2/Jump/164_run101.png,0,0
Jump/165_run7.png,0,../input/subway-run-2/Jump/165_run7.png,0,0
Jump/16_run6.png,0,../input/subway-run-2/Jump/16_run6.png,0,0
Jump/171_run101.png,0,../input/subway-run-2/Jump/171_run101.png,0,0
Jump/171_run6.png,0,../input/subway-run-2/Jump/171_run6.png,0,4
Jump/173_run7.png,0,../input/subway-run-2/Jump/173_run7.png,0,0
Jump/174_run7.png,0,../input/subway-run-2/Jump/174_run7.png,0,0
Jump/176_run7.png,0,../input/subway-run-2/Jump/176_run7.png,0,0
Jump/177_run6.png,0,../input/subway-run-2/Jump/177_run6.png,0,3
Jump/177_run7.png,0,../input/subway-run-2/Jump/177_run7.png,0,0
Jump/178_run6.png,0,../input/subway-run-2/Jump/178_run6.png,0,3
Jump/178_run7.png,0,../input/subway-run-2/Jump/178_run7.png,0,0
Jump/180_run101.png,0,../input/subway-run-2/Jump/180_run101.png,0,0
Jump/182_run101.png,0,../input/subway-run-2/Jump/182_run101.png,0,0
Jump/182_run6.png,0,../input/subway-run-2/Jump/182_run6.png,0,0
Jump/182_run7.png,0,../input/subway-run-2/Jump/182_run7.png,0,0
Jump/183_run101.png,0,../input/subway-run-2/Jump/183_run101.png,0,0
Jump/184_run6.png,0,../input/subway-run-2/Jump/184_run6.png,0,4
Jump/184_run7.png,0,../input/subway-run-2/Jump/184_run7.png,0,0
Jump/185_run101.png,0,../input/subway-run-2/Jump/185_run101.png,0,0
Jump/185_run6.png,0,../input/subway-run-2/Jump/185_run6.png,0,0
Jump/187_run101.png,0,../input/subway-run-2/Jump/187_run101.png,0,4
Jump/187_run7.png,0,../input/subway-run-2/Jump/187_run7.png,0,0
Jump/18_run6.png,0,../input/subway-run-2/Jump/18_run6.png,0,0
Jump/190_run7.png,0,../input/subway-run-2/Jump/190_run7.png,0,0
Jump/191_run101.png,0,../input/subway-run-2/Jump/191_run101.png,0,0
Jump/192_run6.png,0,../input/subway-run-2/Jump/192_run6.png,0,0
Jump/195_run101.png,0,../input/subway-run-2/Jump/195_run101.png,0,4
Jump/197_run6.png,0,../input/subway-run-2/Jump/197_run6.png,0,0
Jump/198_run7.png,0,../input/subway-run-2/Jump/198_run7.png,0,0
Jump/19_run7.png,0,../input/subway-run-2/Jump/19_run7.png,0,0
Jump/1_run101.png,0,../input/subway-run-2/Jump/1_run101.png,0,0
Jump/200_run6.png,0,../input/subway-run-2/Jump/200_run6.png,0,0
Jump/202_run101.png,0,../input/subway-run-2/Jump/202_run101.png,0,0
Jump/202_run6.png,0,../input/subway-run-2/Jump/202_run6.png,0,0
Jump/204_run101.png,0,../input/subway-run-2/Jump/204_run101.png,0,0
Jump/205_run7.png,0,../input/subway-run-2/Jump/205_run7.png,0,0
Jump/206_run101.png,0,../input/subway-run-2/Jump/206_run101.png,0,0
Jump/206_run6.png,0,../input/subway-run-2/Jump/206_run6.png,0,0
Jump/207_run7.png,0,../input/subway-run-2/Jump/207_run7.png,0,0
Jump/210_run7.png,0,../input/subway-run-2/Jump/210_run7.png,0,0
Jump/211_run6.png,0,../input/subway-run-2/Jump/211_run6.png,0,0
Jump/212_run101.png,0,../input/subway-run-2/Jump/212_run101.png,0,0
Jump/213_run101.png,0,../input/subway-run-2/Jump/213_run101.png,0,0
Jump/214_run7.png,0,../input/subway-run-2/Jump/214_run7.png,0,0
Jump/216_run6.png,0,../input/subway-run-2/Jump/216_run6.png,0,0
Jump/217_run7.png,0,../input/subway-run-2/Jump/217_run7.png,0,0
Jump/218_run101.png,0,../input/subway-run-2/Jump/218_run101.png,0,0
Jump/218_run6.png,0,../input/subway-run-2/Jump/218_run6.png,0,0
Jump/219_run101.png,0,../input/subway-run-2/Jump/219_run101.png,0,0
Jump/219_run7.png,0,../input/subway-run-2/Jump/219_run7.png,0,0
Jump/21_run7.png,0,../input/subway-run-2/Jump/21_run7.png,0,0
Jump/221_run6.png,0,../input/subway-run-2/Jump/221_run6.png,0,0
Jump/222_run6.png,0,../input/subway-run-2/Jump/222_run6.png,0,0
Jump/223_run6.png,0,../input/subway-run-2/Jump/223_run6.png,0,0
Jump/225_run7.png,0,../input/subway-run-2/Jump/225_run7.png,0,0
Jump/22_run6.png,0,../input/subway-run-2/Jump/22_run6.png,0,0
Jump/231_run7.png,0,../input/subway-run-2/Jump/231_run7.png,0,0
Jump/232_run6.png,0,../input/subway-run-2/Jump/232_run6.png,0,0
Jump/232_run7.png,0,../input/subway-run-2/Jump/232_run7.png,0,0
Jump/233_run101.png,0,../input/subway-run-2/Jump/233_run101.png,0,0
Jump/233_run6.png,0,../input/subway-run-2/Jump/233_run6.png,0,0
Jump/234_run6.png,0,../input/subway-run-2/Jump/234_run6.png,0,0
Jump/235_run6.png,0,../input/subway-run-2/Jump/235_run6.png,0,0
Jump/235_run7.png,0,../input/subway-run-2/Jump/235_run7.png,0,0
Jump/237_run6.png,0,../input/subway-run-2/Jump/237_run6.png,0,0
Jump/238_run101.png,0,../input/subway-run-2/Jump/238_run101.png,0,0
Jump/240_run7.png,0,../input/subway-run-2/Jump/240_run7.png,0,0
Jump/242_run101.png,0,../input/subway-run-2/Jump/242_run101.png,0,0
Jump/242_run7.png,0,../input/subway-run-2/Jump/242_run7.png,0,0
Jump/245_run101.png,0,../input/subway-run-2/Jump/245_run101.png,0,0
Jump/245_run6.png,0,../input/subway-run-2/Jump/245_run6.png,0,0
Jump/245_run7.png,0,../input/subway-run-2/Jump/245_run7.png,0,0
Jump/24_run101.png,0,../input/subway-run-2/Jump/24_run101.png,0,0
Jump/250_run6.png,0,../input/subway-run-2/Jump/250_run6.png,0,0
Jump/252_run7.png,0,../input/subway-run-2/Jump/252_run7.png,0,0
Jump/253_run6.png,0,../input/subway-run-2/Jump/253_run6.png,0,0
Jump/254_run7.png,0,../input/subway-run-2/Jump/254_run7.png,0,4
Jump/255_run7.png,0,../input/subway-run-2/Jump/255_run7.png,0,4
Jump/257_run7.png,0,../input/subway-run-2/Jump/257_run7.png,0,0
Jump/258_run101.png,0,../input/subway-run-2/Jump/258_run101.png,0,0
Jump/259_run6.png,0,../input/subway-run-2/Jump/259_run6.png,0,0
Jump/25_run101.png,0,../input/subway-run-2/Jump/25_run101.png,0,0
Jump/25_run7.png,0,../input/subway-run-2/Jump/25_run7.png,0,0
Jump/262_run6.png,0,../input/subway-run-2/Jump/262_run6.png,0,0
Jump/263_run7.png,0,../input/subway-run-2/Jump/263_run7.png,0,0
Jump/264_run6.png,0,../input/subway-run-2/Jump/264_run6.png,0,0
Jump/267_run7.png,0,../input/subway-run-2/Jump/267_run7.png,0,0
Jump/268_run101.png,0,../input/subway-run-2/Jump/268_run101.png,0,0
Jump/268_run7.png,0,../input/subway-run-2/Jump/268_run7.png,0,0
Jump/272_run6.png,0,../input/subway-run-2/Jump/272_run6.png,0,0
Jump/273_run6.png,0,../input/subway-run-2/Jump/273_run6.png,0,0
Jump/274_run6.png,0,../input/subway-run-2/Jump/274_run6.png,0,0
Jump/275_run6.png,0,../input/subway-run-2/Jump/275_run6.png,0,0
Jump/278_run6.png,0,../input/subway-run-2/Jump/278_run6.png,0,0
Jump/279_run101.png,0,../input/subway-run-2/Jump/279_run101.png,0,0
Jump/279_run6.png,0,../input/subway-run-2/Jump/279_run6.png,0,0
Jump/282_run101.png,0,../input/subway-run-2/Jump/282_run101.png,0,0
Jump/283_run7.png,0,../input/subway-run-2/Jump/283_run7.png,0,0
Jump/286_run6.png,0,../input/subway-run-2/Jump/286_run6.png,0,0
Jump/288_run6.png,0,../input/subway-run-2/Jump/288_run6.png,0,0
Jump/289_run6.png,0,../input/subway-run-2/Jump/289_run6.png,0,0
Jump/28_run6.png,0,../input/subway-run-2/Jump/28_run6.png,0,0
Jump/293_run6.png,0,../input/subway-run-2/Jump/293_run6.png,0,0
Jump/293_run7.png,0,../input/subway-run-2/Jump/293_run7.png,0,0
Jump/295_run101.png,0,../input/subway-run-2/Jump/295_run101.png,0,0
Jump/295_run6.png,0,../input/subway-run-2/Jump/295_run6.png,0,0
Jump/296_run101.png,0,../input/subway-run-2/Jump/296_run101.png,0,3
Jump/298_run6.png,0,../input/subway-run-2/Jump/298_run6.png,0,0
Jump/29_run101.png,0,../input/subway-run-2/Jump/29_run101.png,0,0
Jump/2_run7.png,0,../input/subway-run-2/Jump/2_run7.png,0,0
Jump/300_run6.png,0,../input/subway-run-2/Jump/300_run6.png,0,0
Jump/303_run101.png,0,../input/subway-run-2/Jump/303_run101.png,0,0
Jump/303_run7.png,0,../input/subway-run-2/Jump/303_run7.png,0,0
Jump/304_run7.png,0,../input/subway-run-2/Jump/304_run7.png,0,0
Jump/305_run101.png,0,../input/subway-run-2/Jump/305_run101.png,0,0
Jump/307_run7.png,0,../input/subway-run-2/Jump/307_run7.png,0,0
Jump/308_run101.png,0,../input/subway-run-2/Jump/308_run101.png,0,0
Jump/30_run101.png,0,../input/subway-run-2/Jump/30_run101.png,0,0
Jump/30_run6.png,0,../input/subway-run-2/Jump/30_run6.png,0,0
Jump/311_run6.png,0,../input/subway-run-2/Jump/311_run6.png,0,0
Jump/312_run6.png,0,../input/subway-run-2/Jump/312_run6.png,0,0
Jump/314_run6.png,0,../input/subway-run-2/Jump/314_run6.png,0,0
Jump/315_run7.png,0,../input/subway-run-2/Jump/315_run7.png,0,0
Jump/317_run6.png,0,../input/subway-run-2/Jump/317_run6.png,0,0
Jump/319_run7.png,0,../input/subway-run-2/Jump/319_run7.png,0,0
Jump/320_run101.png,0,../input/subway-run-2/Jump/320_run101.png,0,0
Jump/320_run6.png,0,../input/subway-run-2/Jump/320_run6.png,0,0
Jump/325_run101.png,0,../input/subway-run-2/Jump/325_run101.png,0,0
Jump/32_run101.png,0,../input/subway-run-2/Jump/32_run101.png,0,0
Jump/337_run7.png,0,../input/subway-run-2/Jump/337_run7.png,0,0
Jump/339_run101.png,0,../input/subway-run-2/Jump/339_run101.png,0,0
Jump/339_run6.png,0,../input/subway-run-2/Jump/339_run6.png,0,0
Jump/343_run7.png,0,../input/subway-run-2/Jump/343_run7.png,0,0
Jump/344_run6.png,0,../input/subway-run-2/Jump/344_run6.png,0,0
Jump/345_run7.png,0,../input/subway-run-2/Jump/345_run7.png,0,0
Jump/346_run101.png,0,../input/subway-run-2/Jump/346_run101.png,0,0
Jump/347_run7.png,0,../input/subway-run-2/Jump/347_run7.png,0,0
Jump/349_run101.png,0,../input/subway-run-2/Jump/349_run101.png,0,0
Jump/349_run6.png,0,../input/subway-run-2/Jump/349_run6.png,0,0
Jump/351_run101.png,0,../input/subway-run-2/Jump/351_run101.png,0,0
Jump/351_run7.png,0,../input/subway-run-2/Jump/351_run7.png,0,0
Jump/353_run6.png,0,../input/subway-run-2/Jump/353_run6.png,0,0
Jump/353_run7.png,0,../input/subway-run-2/Jump/353_run7.png,0,0
Jump/355_run101.png,0,../input/subway-run-2/Jump/355_run101.png,0,0
Jump/355_run7.png,0,../input/subway-run-2/Jump/355_run7.png,0,0
Jump/356_run101.png,0,../input/subway-run-2/Jump/356_run101.png,0,0
Jump/356_run6.png,0,../input/subway-run-2/Jump/356_run6.png,0,0
Jump/356_run7.png,0,../input/subway-run-2/Jump/356_run7.png,0,0
Jump/358_run101.png,0,../input/subway-run-2/Jump/358_run101.png,0,0
Jump/358_run6.png,0,../input/subway-run-2/Jump/358_run6.png,0,0
Jump/35_run7.png,0,../input/subway-run-2/Jump/35_run7.png,0,0
Jump/363_run7.png,0,../input/subway-run-2/Jump/363_run7.png,0,0
Jump/364_run6.png,0,../input/subway-run-2/Jump/364_run6.png,0,0
Jump/364_run7.png,0,../input/subway-run-2/Jump/364_run7.png,0,0
Jump/366_run6.png,0,../input/subway-run-2/Jump/366_run6.png,0,0
Jump/367_run6.png,0,../input/subway-run-2/Jump/367_run6.png,0,0
Jump/368_run101.png,0,../input/subway-run-2/Jump/368_run101.png,0,0
Jump/369_run7.png,0,../input/subway-run-2/Jump/369_run7.png,0,0
Jump/36_run6.png,0,../input/subway-run-2/Jump/36_run6.png,0,0
Jump/36_run7.png,0,../input/subway-run-2/Jump/36_run7.png,0,0
Jump/370_run101.png,0,../input/subway-run-2/Jump/370_run101.png,0,0
Jump/370_run7.png,0,../input/subway-run-2/Jump/370_run7.png,0,0
Jump/371_run101.png,0,../input/subway-run-2/Jump/371_run101.png,0,4
Jump/371_run6.png,0,../input/subway-run-2/Jump/371_run6.png,0,0
Jump/372_run7.png,0,../input/subway-run-2/Jump/372_run7.png,0,0
Jump/373_run101.png,0,../input/subway-run-2/Jump/373_run101.png,0,0
Jump/375_run101.png,0,../input/subway-run-2/Jump/375_run101.png,0,0
Jump/376_run6.png,0,../input/subway-run-2/Jump/376_run6.png,0,0
Jump/380_run6.png,0,../input/subway-run-2/Jump/380_run6.png,0,0
Jump/383_run7.png,0,../input/subway-run-2/Jump/383_run7.png,0,0
Jump/384_run101.png,0,../input/subway-run-2/Jump/384_run101.png,0,0
Jump/385_run7.png,0,../input/subway-run-2/Jump/385_run7.png,0,0
Jump/390_run101.png,0,../input/subway-run-2/Jump/390_run101.png,0,0
Jump/390_run7.png,0,../input/subway-run-2/Jump/390_run7.png,0,0
Jump/391_run101.png,0,../input/subway-run-2/Jump/391_run101.png,0,0
Jump/393_run101.png,0,../input/subway-run-2/Jump/393_run101.png,0,0
Jump/395_run7.png,0,../input/subway-run-2/Jump/395_run7.png,0,0
Jump/399_run101.png,0,../input/subway-run-2/Jump/399_run101.png,0,3
Jump/400_run101.png,0,../input/subway-run-2/Jump/400_run101.png,0,3
Jump/403_run101.png,0,../input/subway-run-2/Jump/403_run101.png,0,0
Jump/403_run6.png,0,../input/subway-run-2/Jump/403_run6.png,0,0
Jump/404_run6.png,0,../input/subway-run-2/Jump/404_run6.png,0,0
Jump/405_run7.png,0,../input/subway-run-2/Jump/405_run7.png,0,0
Jump/407_run7.png,0,../input/subway-run-2/Jump/407_run7.png,0,0
Jump/408_run7.png,0,../input/subway-run-2/Jump/408_run7.png,0,4
Jump/409_run6.png,0,../input/subway-run-2/Jump/409_run6.png,0,0
Jump/409_run7.png,0,../input/subway-run-2/Jump/409_run7.png,0,4
Jump/40_run6.png,0,../input/subway-run-2/Jump/40_run6.png,0,0
Jump/410_run6.png,0,../input/subway-run-2/Jump/410_run6.png,0,0
Jump/415_run6.png,0,../input/subway-run-2/Jump/415_run6.png,0,0
Jump/417_run7.png,0,../input/subway-run-2/Jump/417_run7.png,0,0
Jump/420_run101.png,0,../input/subway-run-2/Jump/420_run101.png,0,0
Jump/426_run6.png,0,../input/subway-run-2/Jump/426_run6.png,0,0
Jump/428_run7.png,0,../input/subway-run-2/Jump/428_run7.png,0,0
Jump/431_run101.png,0,../input/subway-run-2/Jump/431_run101.png,0,0
Jump/431_run6.png,0,../input/subway-run-2/Jump/431_run6.png,0,0
Jump/433_run101.png,0,../input/subway-run-2/Jump/433_run101.png,0,0
Jump/434_run7.png,0,../input/subway-run-2/Jump/434_run7.png,0,0
Jump/436_run101.png,0,../input/subway-run-2/Jump/436_run101.png,0,0
Jump/43_run6.png,0,../input/subway-run-2/Jump/43_run6.png,0,0
Jump/440_run6.png,0,../input/subway-run-2/Jump/440_run6.png,0,0
Jump/442_run7.png,0,../input/subway-run-2/Jump/442_run7.png,0,0
Jump/445_run7.png,0,../input/subway-run-2/Jump/445_run7.png,0,0
Jump/450_run101.png,0,../input/subway-run-2/Jump/450_run101.png,0,0
Jump/452_run101.png,0,../input/subway-run-2/Jump/452_run101.png,0,0
Jump/452_run7.png,0,../input/subway-run-2/Jump/452_run7.png,0,0
Jump/457_run6.png,0,../input/subway-run-2/Jump/457_run6.png,0,0
Jump/457_run7.png,0,../input/subway-run-2/Jump/457_run7.png,0,0
Jump/458_run101.png,0,../input/subway-run-2/Jump/458_run101.png,0,0
Jump/459_run6.png,0,../input/subway-run-2/Jump/459_run6.png,0,0
Jump/460_run101.png,0,../input/subway-run-2/Jump/460_run101.png,0,0
Jump/462_run6.png,0,../input/subway-run-2/Jump/462_run6.png,0,0
Jump/463_run7.png,0,../input/subway-run-2/Jump/463_run7.png,0,0
Jump/469_run7.png,0,../input/subway-run-2/Jump/469_run7.png,0,0
Jump/46_run101.png,0,../input/subway-run-2/Jump/46_run101.png,0,0
Jump/471_run7.png,0,../input/subway-run-2/Jump/471_run7.png,0,0
Jump/472_run6.png,0,../input/subway-run-2/Jump/472_run6.png,0,0
Jump/472_run7.png,0,../input/subway-run-2/Jump/472_run7.png,0,0
Jump/475_run6.png,0,../input/subway-run-2/Jump/475_run6.png,0,1
Jump/476_run101.png,0,../input/subway-run-2/Jump/476_run101.png,0,0
Jump/478_run101.png,0,../input/subway-run-2/Jump/478_run101.png,0,0
Jump/481_run101.png,0,../input/subway-run-2/Jump/481_run101.png,0,0
Jump/482_run101.png,0,../input/subway-run-2/Jump/482_run101.png,0,0
Jump/482_run7.png,0,../input/subway-run-2/Jump/482_run7.png,0,0
Jump/483_run101.png,0,../input/subway-run-2/Jump/483_run101.png,0,0
Jump/484_run7.png,0,../input/subway-run-2/Jump/484_run7.png,0,0
Jump/485_run7.png,0,../input/subway-run-2/Jump/485_run7.png,0,0
Jump/48_run101.png,0,../input/subway-run-2/Jump/48_run101.png,0,0
Jump/48_run6.png,0,../input/subway-run-2/Jump/48_run6.png,0,0
Jump/490_run101.png,0,../input/subway-run-2/Jump/490_run101.png,0,0
Jump/490_run7.png,0,../input/subway-run-2/Jump/490_run7.png,0,0
Jump/492_run7.png,0,../input/subway-run-2/Jump/492_run7.png,0,0
Jump/493_run101.png,0,../input/subway-run-2/Jump/493_run101.png,0,0
Jump/494_run6.png,0,../input/subway-run-2/Jump/494_run6.png,0,0
Jump/498_run101.png,0,../input/subway-run-2/Jump/498_run101.png,0,0
Jump/498_run7.png,0,../input/subway-run-2/Jump/498_run7.png,0,0
Jump/506_run7.png,0,../input/subway-run-2/Jump/506_run7.png,0,0
Jump/510_run6.png,0,../input/subway-run-2/Jump/510_run6.png,0,0
Jump/511_run6.png,0,../input/subway-run-2/Jump/511_run6.png,0,0
Jump/512_run7.png,0,../input/subway-run-2/Jump/512_run7.png,0,0
Jump/519_run6.png,0,../input/subway-run-2/Jump/519_run6.png,0,0
Jump/51_run101.png,0,../input/subway-run-2/Jump/51_run101.png,0,0
Jump/523_run6.png,0,../input/subway-run-2/Jump/523_run6.png,0,0
Jump/523_run7.png,0,../input/subway-run-2/Jump/523_run7.png,0,0
Jump/526_run7.png,0,../input/subway-run-2/Jump/526_run7.png,0,0
Jump/527_run7.png,0,../input/subway-run-2/Jump/527_run7.png,0,0
Jump/52_run7.png,0,../input/subway-run-2/Jump/52_run7.png,0,0
Jump/531_run6.png,0,../input/subway-run-2/Jump/531_run6.png,0,0
Jump/534_run7.png,0,../input/subway-run-2/Jump/534_run7.png,0,0
Jump/539_run7.png,0,../input/subway-run-2/Jump/539_run7.png,0,0
Jump/53_run7.png,0,../input/subway-run-2/Jump/53_run7.png,0,0
Jump/548_run6.png,0,../input/subway-run-2/Jump/548_run6.png,0,0
Jump/548_run7.png,0,../input/subway-run-2/Jump/548_run7.png,0,0
Jump/551_run6.png,0,../input/subway-run-2/Jump/551_run6.png,0,0
Jump/552_run6.png,0,../input/subway-run-2/Jump/552_run6.png,0,0
Jump/555_run7.png,0,../input/subway-run-2/Jump/555_run7.png,0,0
Jump/55_run101.png,0,../input/subway-run-2/Jump/55_run101.png,0,0
Jump/561_run7.png,0,../input/subway-run-2/Jump/561_run7.png,0,0
Jump/565_run7.png,0,../input/subway-run-2/Jump/565_run7.png,0,0
Jump/567_run7.png,0,../input/subway-run-2/Jump/567_run7.png,0,0
Jump/568_run7.png,0,../input/subway-run-2/Jump/568_run7.png,0,0
Jump/570_run7.png,0,../input/subway-run-2/Jump/570_run7.png,0,0
Jump/571_run6.png,0,../input/subway-run-2/Jump/571_run6.png,0,0
Jump/571_run7.png,0,../input/subway-run-2/Jump/571_run7.png,0,0
Jump/574_run6.png,0,../input/subway-run-2/Jump/574_run6.png,0,0
Jump/574_run7.png,0,../input/subway-run-2/Jump/574_run7.png,0,0
Jump/57_run6.png,0,../input/subway-run-2/Jump/57_run6.png,0,0
Jump/57_run7.png,0,../input/subway-run-2/Jump/57_run7.png,0,0
Jump/581_run6.png,0,../input/subway-run-2/Jump/581_run6.png,0,0
Jump/585_run6.png,0,../input/subway-run-2/Jump/585_run6.png,0,0
Jump/586_run7.png,0,../input/subway-run-2/Jump/586_run7.png,0,0
Jump/58_run6.png,0,../input/subway-run-2/Jump/58_run6.png,0,0
Jump/590_run6.png,0,../input/subway-run-2/Jump/590_run6.png,0,0
Jump/591_run6.png,0,../input/subway-run-2/Jump/591_run6.png,0,0
Jump/595_run6.png,0,../input/subway-run-2/Jump/595_run6.png,0,0
Jump/59_run6.png,0,../input/subway-run-2/Jump/59_run6.png,0,0
Jump/59_run7.png,0,../input/subway-run-2/Jump/59_run7.png,0,0
Jump/5_run7.png,0,../input/subway-run-2/Jump/5_run7.png,0,0
Jump/601_run6.png,0,../input/subway-run-2/Jump/601_run6.png,0,0
Jump/604_run7.png,0,../input/subway-run-2/Jump/604_run7.png,0,0
Jump/608_run6.png,0,../input/subway-run-2/Jump/608_run6.png,0,0
Jump/608_run7.png,0,../input/subway-run-2/Jump/608_run7.png,0,0
Jump/611_run7.png,0,../input/subway-run-2/Jump/611_run7.png,0,0
Jump/617_run7.png,0,../input/subway-run-2/Jump/617_run7.png,0,0
Jump/621_run7.png,0,../input/subway-run-2/Jump/621_run7.png,0,0
Jump/624_run7.png,0,../input/subway-run-2/Jump/624_run7.png,0,0
Jump/626_run7.png,0,../input/subway-run-2/Jump/626_run7.png,0,0
Jump/636_run7.png,0,../input/subway-run-2/Jump/636_run7.png,0,0
Jump/63_run6.png,0,../input/subway-run-2/Jump/63_run6.png,0,0
Jump/66_run6.png,0,../input/subway-run-2/Jump/66_run6.png,0,0
Jump/67_run101.png,0,../input/subway-run-2/Jump/67_run101.png,0,0
Jump/69_run6.png,0,../input/subway-run-2/Jump/69_run6.png,0,0
Jump/70_run6.png,0,../input/subway-run-2/Jump/70_run6.png,0,0
Jump/71_run101.png,0,../input/subway-run-2/Jump/71_run101.png,0,0
Jump/72_run6.png,0,../input/subway-run-2/Jump/72_run6.png,0,0
Jump/72_run7.png,0,../input/subway-run-2/Jump/72_run7.png,0,0
Jump/73_run101.png,0,../input/subway-run-2/Jump/73_run101.png,0,4
Jump/73_run6.png,0,../input/subway-run-2/Jump/73_run6.png,0,0
Jump/77_run7.png,0,../input/subway-run-2/Jump/77_run7.png,0,0
Jump/79_run6.png,0,../input/subway-run-2/Jump/79_run6.png,0,0
Jump/7_run7.png,0,../input/subway-run-2/Jump/7_run7.png,0,0
Jump/80_run6.png,0,../input/subway-run-2/Jump/80_run6.png,0,0
Jump/83_run6.png,0,../input/subway-run-2/Jump/83_run6.png,0,0
Jump/86_run6.png,0,../input/subway-run-2/Jump/86_run6.png,0,0
Jump/87_run101.png,0,../input/subway-run-2/Jump/87_run101.png,0,0
Jump/88_run6.png,0,../input/subway-run-2/Jump/88_run6.png,0,0
Jump/89_run101.png,0,../input/subway-run-2/Jump/89_run101.png,0,0
Jump/89_run7.png,0,../input/subway-run-2/Jump/89_run7.png,0,0
Jump/8_run6.png,0,../input/subway-run-2/Jump/8_run6.png,0,0
Jump/90_run101.png,0,../input/subway-run-2/Jump/90_run101.png,0,0
Jump/90_run6.png,0,../input/subway-run-2/Jump/90_run6.png,0,0
Jump/93_run6.png,0,../input/subway-run-2/Jump/93_run6.png,0,0
Jump/96_run101.png,0,../input/subway-run-2/Jump/96_run101.png,0,0
Jump/97_run7.png,0,../input/subway-run-2/Jump/97_run7.png,0,0
Jump/flipped_100_run101.png,0,../input/subway-run-2/Jump/flipped_100_run101.png,0,0
Jump/flipped_105_run6.png,0,../input/subway-run-2/Jump/flipped_105_run6.png,0,0
Jump/flipped_105_run7.png,0,../input/subway-run-2/Jump/flipped_105_run7.png,0,0
